ticker,report_date,realized_return_5d,simulated_return_hold,benchmark_return_hold,champion_score,champion_selected,alpha_v1_regime_tilt_score,alpha_v1_regime_tilt_selected,alpha_v1_quality_heavy_score,alpha_v1_quality_heavy_selected
NVDA,2024-02-21,0.1000,0.4641,0.0424,0.4177,false,0.3459,false,0.4603,false
NVDA,2024-05-22,0.0500,0.2155,0.0270,0.4177,false,0.3459,false,0.4603,false
NVDA,2024-08-28,-0.0200,-0.0776,0.0045,0.4177,false,0.3459,false,0.4603,false
NVDA,2024-11-20,0.0800,0.3605,0.0346,0.4177,false,0.3459,false,0.4603,false
NVDA,2025-02-26,0.0600,0.2625,-0.0778,0.4177,false,0.3459,false,0.4603,false
NVDA,2025-05-28,-0.0100,-0.0394,0.0196,0.4177,false,0.3459,false,0.4603,false
NVDA,2025-08-27,0.0300,0.1255,0.0308,0.4177,false,0.3459,false,0.4603,false
NVDA,2025-11-20,0.0800,0.3605,0.0716,0.4177,false,0.3459,false,0.4603,false
PANW,2025-06-04,0.0016,0.0066,0.0220,0.0786,false,0.0500,false,0.0923,false
PANW,2025-08-04,-0.0165,-0.0646,0.0110,0.0786,false,0.0500,false,0.0923,false
PANW,2025-09-04,0.0311,0.1303,0.0375,0.0786,false,0.0500,false,0.0923,false
PANW,2025-11-04,0.0175,0.0718,-0.0228,0.0786,false,0.0500,false,0.0923,false
PANW,2025-12-05,-0.0360,-0.1363,-0.0013,0.0786,false,0.0500,false,0.0923,false
PANW,2026-02-04,-0.0085,-0.0336,0.0035,0.0786,false,0.0500,false,0.0923,false
PANW,2026-03-07,0.0142,0.0582,-0.0732,0.0786,false,0.0500,false,0.0923,false
PHM,2025-05-05,0.0277,0.1154,0.0726,0.3199,false,0.3529,false,0.2968,false
PHM,2025-08-04,0.0070,0.0285,0.0110,0.3199,false,0.3529,false,0.2968,false
PHM,2025-11-04,0.0132,0.0539,-0.0228,0.3199,false,0.3529,false,0.2968,false
PHM,2026-02-04,0.0353,0.1488,0.0035,0.3199,false,0.3529,false,0.2968,false
PLTR,2023-02-13,0.0300,0.1255,-0.0147,0.3047,false,0.2913,false,0.2910,false
PLTR,2023-05-08,0.0400,0.1699,0.0812,0.3047,false,0.2913,false,0.2910,false
PLTR,2023-08-07,0.0200,0.0824,-0.0225,0.3047,false,0.2913,false,0.2910,false
PLTR,2023-11-02,-0.0100,-0.0394,0.0732,0.3047,false,0.2913,false,0.2910,false
PLTR,2024-02-05,0.0600,0.2625,0.0189,0.3047,false,0.2913,false,0.2910,false
PLTR,2024-05-06,0.0400,0.1699,0.0441,0.3047,false,0.2913,false,0.2910,false
PLTR,2024-08-05,0.0100,0.0406,0.0918,0.3047,false,0.2913,false,0.2910,false
PLTR,2024-11-04,0.0500,0.2155,0.0423,0.3047,false,0.2913,false,0.2910,false
PLTR,2025-02-03,0.0300,0.1255,0.0034,0.3047,false,0.2913,false,0.2910,false
PLTR,2025-05-05,0.0200,0.0824,0.0726,0.3047,false,0.2913,false,0.2910,false
PLTR,2025-08-04,-0.0200,-0.0776,0.0110,0.3047,false,0.2913,false,0.2910,false
PLTR,2025-11-03,0.0300,0.1255,-0.0426,0.3047,false,0.2913,false,0.2910,false
PNR,2025-05-05,0.0550,0.2390,0.0726,0.0933,false,0.0558,false,0.1074,false
PNR,2025-08-04,0.0066,0.0265,0.0110,0.0933,false,0.0558,false,0.1074,false
PNR,2025-11-04,0.0099,0.0402,-0.0228,0.0933,false,0.0558,false,0.1074,false
PNR,2026-02-04,0.0333,0.1400,0.0035,0.0933,false,0.0558,false,0.1074,false
PTC,2025-05-05,0.0569,0.2478,0.0726,0.0640,false,0.0437,false,0.0715,false
PTC,2025-08-04,-0.0606,-0.2213,0.0110,0.0640,false,0.0437,false,0.0715,false
PTC,2025-11-04,-0.0731,-0.2617,-0.0228,0.0640,false,0.0437,false,0.0715,false
PTC,2026-02-04,0.0281,0.1174,0.0035,0.0640,false,0.0437,false,0.0715,false
QCOM,2025-05-05,0.0909,0.4164,0.0726,0.1604,false,0.1234,false,0.1983,false
QCOM,2025-08-04,0.0031,0.0125,0.0110,0.1604,false,0.1234,false,0.1983,false
QCOM,2025-11-04,0.0066,0.0266,-0.0228,0.1604,false,0.1234,false,0.1983,false
QCOM,2026-02-04,-0.0527,-0.1948,0.0035,0.1604,false,0.1234,false,0.1983,false
RMD,2025-05-05,0.0313,0.1313,0.0726,0.2212,false,0.2079,false,0.2201,false
RMD,2025-08-04,-0.0244,-0.0942,0.0110,0.2212,false,0.2079,false,0.2201,false
RMD,2025-11-04,0.0245,0.1015,-0.0228,0.2212,false,0.2079,false,0.2201,false
RMD,2026-02-04,-0.0130,-0.0509,0.0035,0.2212,false,0.2079,false,0.2201,false
ROP,2025-05-05,0.0082,0.0334,0.0726,-0.0608,false,-0.0775,false,-0.1036,false
ROP,2025-08-04,-0.0347,-0.1316,0.0110,-0.0608,false,-0.0775,false,-0.1036,false
ROP,2025-11-04,-0.0134,-0.0527,-0.0228,-0.0608,false,-0.0775,false,-0.1036,false
ROP,2026-02-04,-0.0720,-0.2585,0.0035,-0.0608,false,-0.0775,false,-0.1036,false
SCHW,2025-05-05,0.0273,0.1137,0.0726,0.1989,false,0.2027,false,0.1858,false
SCHW,2025-08-04,0.0083,0.0336,0.0110,0.1989,false,0.2027,false,0.1858,false
SCHW,2025-11-04,0.0243,0.1008,-0.0228,0.1989,false,0.2027,false,0.1858,false
SCHW,2026-02-04,-0.0812,-0.2872,0.0035,0.1989,false,0.2027,false,0.1858,false
TKO,2025-05-05,-0.0373,-0.1412,0.0726,-0.1086,false,-0.1419,false,-0.1537,false
TKO,2025-08-04,0.0859,0.3905,0.0110,-0.1086,false,-0.1419,false,-0.1537,false
TKO,2025-11-04,-0.0409,-0.1540,-0.0228,-0.1086,false,-0.1419,false,-0.1537,false
TKO,2026-02-04,0.0186,0.0767,0.0035,-0.1086,false,-0.1419,false,-0.1537,false
TTD,2023-02-15,0.0300,0.1255,-0.0413,0.1352,false,0.1259,false,0.1375,false
TTD,2023-05-10,0.0100,0.0406,0.0764,0.1352,false,0.1259,false,0.1375,false
TTD,2023-08-09,-0.0100,-0.0394,0.0186,0.1352,false,0.1259,false,0.1375,false
TTD,2023-11-09,0.0400,0.1699,0.0533,0.1352,false,0.1259,false,0.1375,false
TTD,2024-02-15,0.0300,0.1255,0.0099,0.1352,false,0.1259,false,0.1375,false
TTD,2024-05-09,0.0200,0.0824,0.0350,0.1352,false,0.1259,false,0.1375,false
TTD,2024-08-08,0.0000,0.0000,0.0520,0.1352,false,0.1259,false,0.1375,false
TTD,2024-11-07,0.0200,0.0824,-0.0160,0.1352,false,0.1259,false,0.1375,false
TTD,2025-02-13,0.0100,0.0406,-0.0632,0.1352,false,0.1259,false,0.1375,false
TTD,2025-05-08,-0.0100,-0.0394,0.0627,0.1352,false,0.1259,false,0.1375,false
TTD,2025-08-07,0.0000,0.0000,0.0075,0.1352,false,0.1259,false,0.1375,false
TTD,2025-11-06,0.0100,0.0406,0.0043,0.1352,false,0.1259,false,0.1375,false
UBER,2025-05-05,0.0313,0.1310,0.0726,0.2639,false,0.2667,false,0.2378,false
UBER,2025-08-04,0.0243,0.1009,0.0110,0.2639,false,0.2667,false,0.2378,false
UBER,2025-11-04,-0.0113,-0.0444,-0.0228,0.2639,false,0.2667,false,0.2378,false
UBER,2026-02-04,-0.0394,-0.1484,0.0035,0.2639,false,0.2667,false,0.2378,false
UHS,2025-05-05,0.0750,0.3353,0.0726,0.0582,false,-0.0184,false,0.0653,false
UHS,2025-08-04,0.0424,0.1806,0.0110,0.0582,false,-0.0184,false,0.0653,false
UHS,2025-11-04,0.0010,0.0039,-0.0228,0.0582,false,-0.0184,false,0.0653,false
UHS,2026-02-04,0.1204,0.5758,0.0035,0.0582,false,-0.0184,false,0.0653,false
WSM,2025-08-04,-0.0026,-0.0103,0.0110,0.1597,false,0.1181,false,0.2049,false
WSM,2025-11-04,-0.0129,-0.0506,-0.0228,0.1597,false,0.1181,false,0.2049,false
WSM,2026-02-04,-0.0124,-0.0486,0.0035,0.1597,false,0.1181,false,0.2049,false
XYL,2025-05-05,0.0402,0.1708,0.0726,0.0673,false,0.0493,false,0.0712,false
XYL,2025-08-04,-0.0076,-0.0302,0.0110,0.0673,false,0.0493,false,0.0712,false
XYL,2025-11-04,0.0006,0.0024,-0.0228,0.0673,false,0.0493,false,0.0712,false
XYL,2026-02-04,-0.0928,-0.3227,0.0035,0.0673,false,0.0493,false,0.0712,false
XYZ,2025-05-05,0.1797,0.9366,0.0726,0.0605,false,0.0238,false,0.0339,false
XYZ,2025-08-04,-0.0406,-0.1528,0.0110,0.0605,false,0.0238,false,0.0339,false
XYZ,2025-11-04,-0.0919,-0.3200,-0.0228,0.0605,false,0.0238,false,0.0339,false
XYZ,2026-02-04,-0.0630,-0.2293,0.0035,0.0605,false,0.0238,false,0.0339,false
